-0.44715,0.34783,1
-0.4135,0.3605,1
-0.38227,0.3963,1
-0.35313,0.44692,1
-0.32583,0.44903,1
-0.30014,0.47382,1
-0.27589,0.50063,1
-0.25292,0.51566,1
-0.23111,0.5154,1
-0.21033,0.52914,1
-1.8598,-1.3508,2
-1.767,-1.1836,2
-1.6906,-1.0663,2
-1.6257,-0.96126,2
-1.5692,-0.89144,2
-1.5193,-0.8235,2
-1.4744,-0.75976,2
-1.4338,-0.68631,2
-1.3967,-0.64885,2
-1.3625,-0.60443,2
-1.3308,-0.57396,2
-1.3012,-0.55218,2
0.63187,1.6907,13
0.67154,1.7207,13
0.70789,1.7843,13
0.74143,1.8404,13
0.77257,1.8497,13
0.80162,1.861,13
0.82885,1.9138,13
0.85447,1.9034,13
0.87867,1.957,13
0.90159,1.9856,13
0.92336,2.0125,13
0.94409,2.0061,13
-0.48722,0.5343,14
-0.45023,0.55322,14
-0.41615,0.59274,14
-0.38455,0.62414,14
-0.3551,0.66755,14
-0.32752,0.67416,14
-0.30158,0.74473,14
-0.27711,0.74294,14
-0.25394,0.77115,14
-0.23194,0.81084,14
-0.21101,0.82288,14
-0.19104,0.84661,14
-0.82084,0.09467,15
-0.78221,0.14595,15
-0.74674,0.17828,15
-0.71395,0.20585,15
-0.68346,0.24621,15
-0.65497,0.26207,15
-0.62824,0.31276,15
-0.60305,0.33743,15
-0.57925,0.36444,15
-0.55668,0.37214,15
-0.53523,0.41687,15
-0.51479,0.43204,15
-1.0764,0.64891,14
-1.0417,0.69468,14
-1.0095,0.72994,14
-0.97951,0.76246,14
-0.95148,0.78995,14
-0.92515,0.83969,14
-0.90033,0.85299,14
-0.87685,0.8811,14
-0.85457,0.90277,14
-0.83338,0.92613,14
-0.81318,0.94679,14
-0.79387,0.96876,14
-1.3008,0.75735,14
-1.2661,0.81963,14
-1.2339,0.84417,14
-1.2039,0.89539,14
-1.1759,0.91685,14
-1.1496,0.94594,14
-1.1247,0.97538,14
-1.1013,0.99248,14
-1.079,1.0208,14
-1.0578,1.0432,14
-1.0376,1.0668,14
-1.0183,1.0844,14
-1.4005,-0.53855,18
-1.3638,-0.49511,18
-1.33,-0.44137,18
-1.2986,-0.41783,18
-1.2693,-0.37548,18
-1.2418,-0.36736,18
-1.216,-0.3148,18
-1.1917,-0.29948,18
-1.1686,-0.27486,18
-1.1467,-0.24075,18
0.15211,1.1787,3
0.19127,1.2107,3
0.22718,1.2509,3
0.26035,1.2834,3
0.29116,1.3045,3
0.31993,1.3309,3
0.34692,1.3749,3
0.37232,1.3878,3
0.39632,1.4124,3
0.41906,1.4354,3
-1.8066,-1.2039,4
-1.5056,-0.70397,4
-1.3807,-0.51735,4
-1.2838,-0.3875,4
-1.2046,-0.30441,4
-1.1376,-0.22767,4
-1.0796,-0.16572,4
-1.0285,-0.090399,4
-0.98273,-0.06553,4
-0.94134,-0.023176,4
-0.90355,0.033724,4
-0.86879,0.072798,4
-0.83661,0.099142,4
-0.80664,0.13483,4
-0.77861,0.15346,4
-0.75228,0.17368,4
-0.72746,0.19388,4
-0.70398,0.22583,4
-1.3424,-0.43719,5
-1.3076,-0.39262,5
-1.2754,-0.35618,5
-1.2455,-0.31135,5
-1.2174,-0.29648,5
-1.1911,-0.26246,5
-1.1663,-0.22238,5
-1.1428,-0.20116,5
-1.1205,-0.18412,5
-1.0993,-0.15619,5
-1.0791,-0.14218,5
-1.0598,-0.1225,5
